>>>>>>>>>>> CUDA available : True
Namespace(batch_size=32, context_max_length=256, dataset='/home/hyuns6100/[4]newCRS/data/redial/', device=device(type='cuda'), entity_max_length=50, global_norm_clip=5, kg_dataset='[4]newCRS/data/dbpedia/', kg_emb_dim=128, learning_rate=0.0001, max_grad_norm=None, num_bases=8, num_epochs=10, num_warmup_steps=None, num_workers=0, output_dataset_dir='/home/hyuns6100/[4]newCRS/data/redial/', output_dir='/home/hyuns6100/[4]newCRS/save/', save_name='ent_sent_rec_v3', seed=42, senti_tokenizer='roberta-base', text_encoder='roberta-base', text_tokenizer='roberta-base', weight_decay=0.01)
2023-12-11 11:44:07.648 | INFO     | __main__:<module>:280 - ***** Load Dataset *****
 30%|██▉       | 1017/3444 [01:56<04:33,  8.86it/s]
 30%|██▉       | 1018/3444 [01:56<04:33,  8.86it/s]
 30%|██▉       | 1019/3444 [01:56<04:34,  8.84it/s]
 30%|██▉       | 1020/3444 [01:56<04:34,  8.83it/s]
 30%|██▉       | 1021/3444 [01:56<04:35,  8.81it/s]
 30%|██▉       | 1022/3444 [01:56<04:35,  8.80it/s]
 30%|██▉       | 1023/3444 [01:56<04:34,  8.81it/s]
 30%|██▉       | 1024/3444 [01:56<04:34,  8.81it/s]
 30%|██▉       | 1025/3444 [01:56<04:34,  8.80it/s]
 30%|██▉       | 1026/3444 [01:57<04:31,  8.89it/s]
 30%|██▉       | 1027/3444 [01:57<04:33,  8.85it/s]
 30%|██▉       | 1028/3444 [01:57<04:33,  8.85it/s]
 30%|██▉       | 1029/3444 [01:57<04:33,  8.84it/s]
 30%|██▉       | 1030/3444 [01:57<04:33,  8.82it/s]
 30%|██▉       | 1031/3444 [01:57<04:33,  8.81it/s]
 30%|██▉       | 1032/3444 [01:57<04:33,  8.81it/s]
 30%|██▉       | 1033/3444 [01:57<04:33,  8.82it/s]
 30%|███       | 1034/3444 [01:57<04:33,  8.81it/s]
 30%|███       | 1035/3444 [01:58<04:33,  8.80it/s]
 30%|███       | 1036/3444 [01:58<04:36,  8.70it/s]
 30%|███       | 1037/3444 [01:58<04:35,  8.75it/s]
 30%|███       | 1038/3444 [01:58<04:34,  8.77it/s]
 30%|███       | 1039/3444 [01:58<04:33,  8.79it/s]
 30%|███       | 1040/3444 [01:58<04:33,  8.80it/s]
 30%|███       | 1041/3444 [01:58<04:33,  8.80it/s]
 30%|███       | 1042/3444 [01:58<04:32,  8.81it/s]
 30%|███       | 1043/3444 [01:58<04:32,  8.81it/s]
 30%|███       | 1044/3444 [01:59<04:32,  8.80it/s]
 30%|███       | 1045/3444 [01:59<04:32,  8.81it/s]
 30%|███       | 1046/3444 [01:59<04:33,  8.77it/s]
 30%|███       | 1047/3444 [01:59<04:32,  8.78it/s]
 30%|███       | 1048/3444 [01:59<04:32,  8.80it/s]
 30%|███       | 1049/3444 [01:59<04:32,  8.79it/s]
 30%|███       | 1050/3444 [01:59<04:32,  8.79it/s]
 31%|███       | 1051/3444 [01:59<04:32,  8.80it/s]
 31%|███       | 1052/3444 [02:00<04:31,  8.80it/s]
 31%|███       | 1053/3444 [02:00<04:31,  8.81it/s]
 31%|███       | 1054/3444 [02:00<04:31,  8.81it/s]
 31%|███       | 1055/3444 [02:00<04:31,  8.81it/s]
 31%|███       | 1056/3444 [02:00<04:30,  8.82it/s]
 31%|███       | 1057/3444 [02:00<04:30,  8.83it/s]
 31%|███       | 1058/3444 [02:00<04:30,  8.80it/s]
 31%|███       | 1059/3444 [02:00<04:31,  8.80it/s]
 31%|███       | 1060/3444 [02:00<04:30,  8.80it/s]
 31%|███       | 1061/3444 [02:01<04:30,  8.80it/s]
 31%|███       | 1062/3444 [02:01<04:30,  8.80it/s]
 31%|███       | 1063/3444 [02:01<04:30,  8.81it/s]
 31%|███       | 1064/3444 [02:01<04:30,  8.81it/s]
 31%|███       | 1065/3444 [02:01<04:29,  8.82it/s]
 31%|███       | 1066/3444 [02:01<04:21,  9.10it/s]
 31%|███       | 1067/3444 [02:01<04:24,  8.99it/s]
 31%|███       | 1068/3444 [02:01<04:22,  9.04it/s]
 31%|███       | 1069/3444 [02:01<04:25,  8.96it/s]
 31%|███       | 1070/3444 [02:02<04:26,  8.91it/s]
 31%|███       | 1071/3444 [02:02<04:27,  8.87it/s]
 31%|███       | 1072/3444 [02:02<04:27,  8.85it/s]
 31%|███       | 1073/3444 [02:02<04:28,  8.85it/s]
 31%|███       | 1074/3444 [02:02<04:27,  8.85it/s]
 31%|███       | 1075/3444 [02:02<04:28,  8.84it/s]
 31%|███       | 1076/3444 [02:02<04:28,  8.82it/s]
 31%|███▏      | 1077/3444 [02:02<04:28,  8.81it/s]
 31%|███▏      | 1078/3444 [02:02<04:28,  8.81it/s]
 31%|███▏      | 1079/3444 [02:03<04:28,  8.81it/s]
 31%|███▏      | 1080/3444 [02:03<04:28,  8.81it/s]
 31%|███▏      | 1081/3444 [02:03<04:28,  8.81it/s]
 31%|███▏      | 1082/3444 [02:03<04:28,  8.81it/s]
 31%|███▏      | 1083/3444 [02:03<04:27,  8.81it/s]
 32%|███▏      | 1085/3444 [02:03<04:17,  9.17it/s]
 32%|███▏      | 1086/3444 [02:03<04:19,  9.09it/s]
 32%|███▏      | 1088/3444 [02:04<04:07,  9.52it/s]
 32%|███▏      | 1089/3444 [02:04<04:12,  9.34it/s]
 32%|███▏      | 1090/3444 [02:04<04:15,  9.20it/s]
 32%|███▏      | 1091/3444 [02:04<04:18,  9.10it/s]
 32%|███▏      | 1092/3444 [02:04<04:20,  9.02it/s]
 32%|███▏      | 1093/3444 [02:04<04:22,  8.95it/s]
 32%|███▏      | 1094/3444 [02:04<04:23,  8.91it/s]
 32%|███▏      | 1095/3444 [02:04<04:16,  9.16it/s]
 32%|███▏      | 1096/3444 [02:04<04:19,  9.04it/s]
 32%|███▏      | 1097/3444 [02:05<04:21,  8.96it/s]
 32%|███▏      | 1098/3444 [02:05<04:23,  8.91it/s]
 32%|███▏      | 1099/3444 [02:05<04:23,  8.88it/s]
 32%|███▏      | 1100/3444 [02:05<04:24,  8.86it/s]
 32%|███▏      | 1101/3444 [02:05<04:25,  8.83it/s]
 32%|███▏      | 1102/3444 [02:05<04:26,  8.77it/s]
 32%|███▏      | 1103/3444 [02:05<04:20,  8.97it/s]
 32%|███▏      | 1104/3444 [02:05<04:22,  8.90it/s]
 32%|███▏      | 1105/3444 [02:05<04:23,  8.88it/s]
 32%|███▏      | 1106/3444 [02:06<04:24,  8.84it/s]
 32%|███▏      | 1107/3444 [02:06<04:24,  8.84it/s]
 32%|███▏      | 1108/3444 [02:06<04:24,  8.83it/s]
 32%|███▏      | 1109/3444 [02:06<04:24,  8.83it/s]
 32%|███▏      | 1110/3444 [02:06<04:24,  8.84it/s]
 32%|███▏      | 1111/3444 [02:06<04:15,  9.13it/s]
 32%|███▏      | 1112/3444 [02:06<04:18,  9.00it/s]
 32%|███▏      | 1113/3444 [02:06<04:20,  8.95it/s]
 32%|███▏      | 1114/3444 [02:06<04:21,  8.90it/s]
 32%|███▏      | 1115/3444 [02:07<04:17,  9.05it/s]
 32%|███▏      | 1116/3444 [02:07<04:19,  8.96it/s]
 32%|███▏      | 1117/3444 [02:07<04:21,  8.91it/s]
 32%|███▏      | 1118/3444 [02:07<04:21,  8.89it/s]
 32%|███▏      | 1119/3444 [02:07<04:22,  8.87it/s]
 33%|███▎      | 1120/3444 [02:07<04:22,  8.86it/s]
 33%|███▎      | 1121/3444 [02:07<04:22,  8.86it/s]
 33%|███▎      | 1122/3444 [02:07<04:22,  8.84it/s]
 33%|███▎      | 1123/3444 [02:07<04:14,  9.13it/s]
 33%|███▎      | 1124/3444 [02:08<04:17,  9.01it/s]
 33%|███▎      | 1125/3444 [02:08<04:18,  8.95it/s]
 33%|███▎      | 1127/3444 [02:08<04:09,  9.28it/s]
 33%|███▎      | 1128/3444 [02:08<04:12,  9.17it/s]
 33%|███▎      | 1129/3444 [02:08<04:15,  9.08it/s]
 33%|███▎      | 1131/3444 [02:08<04:07,  9.36it/s]
 33%|███▎      | 1132/3444 [02:08<04:10,  9.21it/s]
 33%|███▎      | 1133/3444 [02:09<04:13,  9.11it/s]
 33%|███▎      | 1135/3444 [02:09<03:59,  9.62it/s]
 33%|███▎      | 1136/3444 [02:09<04:05,  9.41it/s]
 33%|███▎      | 1137/3444 [02:09<04:10,  9.22it/s]
 33%|███▎      | 1138/3444 [02:09<04:13,  9.11it/s]
 33%|███▎      | 1139/3444 [02:09<04:15,  9.03it/s]
 33%|███▎      | 1140/3444 [02:09<04:16,  8.98it/s]
 33%|███▎      | 1141/3444 [02:09<04:17,  8.93it/s]
 33%|███▎      | 1142/3444 [02:10<04:15,  9.02it/s]
 33%|███▎      | 1143/3444 [02:10<04:17,  8.94it/s]
 33%|███▎      | 1144/3444 [02:10<04:18,  8.89it/s]
 33%|███▎      | 1145/3444 [02:10<04:19,  8.87it/s]
 33%|███▎      | 1146/3444 [02:10<04:11,  9.12it/s]
 33%|███▎      | 1147/3444 [02:10<04:15,  9.00it/s]
 33%|███▎      | 1148/3444 [02:10<04:16,  8.96it/s]
 33%|███▎      | 1149/3444 [02:10<04:17,  8.92it/s]
 33%|███▎      | 1150/3444 [02:10<04:17,  8.90it/s]
 33%|███▎      | 1151/3444 [02:11<04:18,  8.88it/s]
 33%|███▎      | 1152/3444 [02:11<04:18,  8.86it/s]
 33%|███▎      | 1153/3444 [02:11<04:19,  8.84it/s]
 34%|███▎      | 1154/3444 [02:11<04:19,  8.84it/s]
 34%|███▎      | 1155/3444 [02:11<04:19,  8.82it/s]
 34%|███▎      | 1156/3444 [02:11<04:19,  8.82it/s]
 34%|███▎      | 1157/3444 [02:11<04:19,  8.82it/s]
 34%|███▎      | 1158/3444 [02:11<04:19,  8.82it/s]
 34%|███▎      | 1159/3444 [02:11<04:19,  8.82it/s]
 34%|███▎      | 1160/3444 [02:12<04:19,  8.82it/s]
 34%|███▎      | 1161/3444 [02:12<04:19,  8.81it/s]
 34%|███▎      | 1162/3444 [02:12<04:19,  8.81it/s]
 34%|███▍      | 1163/3444 [02:12<04:19,  8.80it/s]
 34%|███▍      | 1164/3444 [02:12<04:13,  8.99it/s]
 34%|███▍      | 1165/3444 [02:12<04:15,  8.92it/s]
 34%|███▍      | 1166/3444 [02:12<04:16,  8.89it/s]
 34%|███▍      | 1167/3444 [02:12<04:16,  8.87it/s]
 34%|███▍      | 1168/3444 [02:12<04:17,  8.85it/s]
 34%|███▍      | 1169/3444 [02:13<04:17,  8.84it/s]
 34%|███▍      | 1170/3444 [02:13<04:17,  8.85it/s]
 34%|███▍      | 1171/3444 [02:13<04:17,  8.83it/s]
 34%|███▍      | 1172/3444 [02:13<04:17,  8.83it/s]
 34%|███▍      | 1173/3444 [02:13<04:17,  8.83it/s]
 34%|███▍      | 1174/3444 [02:13<04:17,  8.83it/s]
 34%|███▍      | 1175/3444 [02:13<04:17,  8.82it/s]
 34%|███▍      | 1176/3444 [02:13<04:11,  9.03it/s]
 34%|███▍      | 1177/3444 [02:13<04:13,  8.94it/s]
 34%|███▍      | 1179/3444 [02:14<04:05,  9.21it/s]
 34%|███▍      | 1180/3444 [02:14<04:08,  9.11it/s]
 34%|███▍      | 1181/3444 [02:14<04:10,  9.03it/s]
 34%|███▍      | 1182/3444 [02:14<04:11,  8.99it/s]
 34%|███▍      | 1183/3444 [02:14<04:12,  8.95it/s]
 34%|███▍      | 1184/3444 [02:14<04:13,  8.90it/s]
 34%|███▍      | 1185/3444 [02:14<04:14,  8.87it/s]
 34%|███▍      | 1186/3444 [02:14<04:15,  8.85it/s]
 34%|███▍      | 1187/3444 [02:15<04:15,  8.82it/s]
 34%|███▍      | 1188/3444 [02:15<04:15,  8.83it/s]
 35%|███▍      | 1189/3444 [02:15<04:15,  8.83it/s]
 35%|███▍      | 1190/3444 [02:15<04:15,  8.83it/s]
 35%|███▍      | 1191/3444 [02:15<04:15,  8.83it/s]
 35%|███▍      | 1192/3444 [02:15<04:08,  9.07it/s]
 35%|███▍      | 1193/3444 [02:15<04:10,  8.98it/s]
 35%|███▍      | 1194/3444 [02:15<04:12,  8.93it/s]
 35%|███▍      | 1195/3444 [02:15<04:13,  8.89it/s]
 35%|███▍      | 1196/3444 [02:16<04:13,  8.87it/s]
 35%|███▍      | 1197/3444 [02:16<04:13,  8.86it/s]
 35%|███▍      | 1198/3444 [02:16<04:13,  8.84it/s]
 35%|███▍      | 1199/3444 [02:16<04:13,  8.84it/s]
 35%|███▍      | 1200/3444 [02:16<04:14,  8.83it/s]
 35%|███▍      | 1201/3444 [02:16<04:14,  8.83it/s]
 35%|███▍      | 1202/3444 [02:16<04:14,  8.82it/s]
 35%|███▍      | 1203/3444 [02:16<04:14,  8.82it/s]
 35%|███▍      | 1204/3444 [02:17<04:14,  8.81it/s]
 35%|███▍      | 1205/3444 [02:17<04:14,  8.81it/s]
 35%|███▌      | 1206/3444 [02:17<04:13,  8.82it/s]
 35%|███▌      | 1207/3444 [02:17<04:14,  8.79it/s]
 35%|███▌      | 1208/3444 [02:17<04:13,  8.81it/s]
 35%|███▌      | 1209/3444 [02:17<04:13,  8.81it/s]
 35%|███▌      | 1210/3444 [02:17<04:13,  8.82it/s]
 35%|███▌      | 1211/3444 [02:17<04:13,  8.81it/s]
 35%|███▌      | 1212/3444 [02:17<04:13,  8.81it/s]
 35%|███▌      | 1213/3444 [02:18<04:13,  8.80it/s]
 35%|███▌      | 1214/3444 [02:18<04:06,  9.05it/s]
 35%|███▌      | 1215/3444 [02:18<04:09,  8.94it/s]
 35%|███▌      | 1216/3444 [02:18<04:10,  8.91it/s]
 35%|███▌      | 1217/3444 [02:18<04:10,  8.88it/s]
 35%|███▌      | 1218/3444 [02:18<04:11,  8.85it/s]
 35%|███▌      | 1219/3444 [02:18<04:11,  8.84it/s]
 35%|███▌      | 1220/3444 [02:18<04:08,  8.95it/s]
 35%|███▌      | 1221/3444 [02:18<04:10,  8.89it/s]
 35%|███▌      | 1222/3444 [02:19<04:05,  9.06it/s]
 36%|███▌      | 1223/3444 [02:19<04:02,  9.16it/s]
 36%|███▌      | 1224/3444 [02:19<04:05,  9.04it/s]
 36%|███▌      | 1225/3444 [02:19<04:06,  8.99it/s]
 36%|███▌      | 1226/3444 [02:19<04:08,  8.94it/s]
 36%|███▌      | 1227/3444 [02:19<04:08,  8.91it/s]
 36%|███▌      | 1228/3444 [02:19<04:09,  8.87it/s]
 36%|███▌      | 1229/3444 [02:19<04:10,  8.84it/s]
 36%|███▌      | 1230/3444 [02:19<04:10,  8.83it/s]
 36%|███▌      | 1231/3444 [02:20<04:10,  8.83it/s]
 36%|███▌      | 1233/3444 [02:20<04:01,  9.15it/s]
 36%|███▌      | 1234/3444 [02:20<04:03,  9.07it/s]
 36%|███▌      | 1235/3444 [02:20<04:05,  9.01it/s]
 36%|███▌      | 1236/3444 [02:20<04:06,  8.97it/s]
 36%|███▌      | 1237/3444 [02:20<04:07,  8.93it/s]
 36%|███▌      | 1238/3444 [02:20<04:08,  8.89it/s]
 36%|███▌      | 1239/3444 [02:20<04:10,  8.82it/s]
 36%|███▌      | 1240/3444 [02:21<04:10,  8.80it/s]
 36%|███▌      | 1242/3444 [02:21<03:53,  9.45it/s]
 36%|███▌      | 1243/3444 [02:21<03:58,  9.22it/s]
 36%|███▌      | 1244/3444 [02:21<04:01,  9.11it/s]
 36%|███▌      | 1245/3444 [02:21<04:03,  9.02it/s]
 36%|███▌      | 1246/3444 [02:21<04:05,  8.95it/s]
 36%|███▌      | 1247/3444 [02:21<04:06,  8.89it/s]
 36%|███▌      | 1248/3444 [02:21<04:08,  8.85it/s]
 36%|███▋      | 1249/3444 [02:22<04:08,  8.82it/s]
 36%|███▋      | 1250/3444 [02:22<04:09,  8.80it/s]
 36%|███▋      | 1251/3444 [02:22<04:09,  8.79it/s]
 36%|███▋      | 1252/3444 [02:22<04:09,  8.80it/s]
 36%|███▋      | 1253/3444 [02:22<04:08,  8.81it/s]
 36%|███▋      | 1254/3444 [02:22<04:08,  8.80it/s]
 36%|███▋      | 1255/3444 [02:22<04:08,  8.80it/s]
 36%|███▋      | 1256/3444 [02:22<04:08,  8.81it/s]
 36%|███▋      | 1257/3444 [02:22<04:08,  8.81it/s]
 37%|███▋      | 1258/3444 [02:23<04:08,  8.81it/s]
 37%|███▋      | 1259/3444 [02:23<04:08,  8.81it/s]
 37%|███▋      | 1260/3444 [02:23<04:08,  8.80it/s]
 37%|███▋      | 1261/3444 [02:23<04:07,  8.81it/s]
 37%|███▋      | 1262/3444 [02:23<04:07,  8.81it/s]
 37%|███▋      | 1263/3444 [02:23<04:07,  8.80it/s]
 37%|███▋      | 1264/3444 [02:23<04:07,  8.81it/s]
 37%|███▋      | 1266/3444 [02:23<03:58,  9.14it/s]
 37%|███▋      | 1267/3444 [02:24<04:00,  9.06it/s]
 37%|███▋      | 1268/3444 [02:24<04:01,  8.99it/s]
 37%|███▋      | 1269/3444 [02:24<04:03,  8.94it/s]
 37%|███▋      | 1270/3444 [02:24<04:03,  8.91it/s]
 37%|███▋      | 1271/3444 [02:24<04:05,  8.87it/s]
 37%|███▋      | 1272/3444 [02:24<04:05,  8.85it/s]
 37%|███▋      | 1273/3444 [02:24<04:05,  8.84it/s]
 37%|███▋      | 1274/3444 [02:24<04:06,  8.80it/s]
 37%|███▋      | 1275/3444 [02:24<04:06,  8.81it/s]
 37%|███▋      | 1276/3444 [02:25<04:05,  8.81it/s]
 37%|███▋      | 1277/3444 [02:25<04:06,  8.78it/s]
 37%|███▋      | 1278/3444 [02:25<04:05,  8.81it/s]
 37%|███▋      | 1279/3444 [02:25<04:02,  8.92it/s]
 37%|███▋      | 1280/3444 [02:25<04:01,  8.97it/s]
 37%|███▋      | 1281/3444 [02:25<04:03,  8.90it/s]
 37%|███▋      | 1282/3444 [02:25<03:57,  9.09it/s]
 37%|███▋      | 1283/3444 [02:25<04:00,  8.98it/s]
 37%|███▋      | 1284/3444 [02:25<04:01,  8.93it/s]
 37%|███▋      | 1285/3444 [02:26<04:02,  8.90it/s]
 37%|███▋      | 1286/3444 [02:26<04:03,  8.87it/s]
 37%|███▋      | 1287/3444 [02:26<04:03,  8.84it/s]
 37%|███▋      | 1288/3444 [02:26<04:03,  8.84it/s]
 37%|███▋      | 1289/3444 [02:26<04:03,  8.84it/s]
 37%|███▋      | 1290/3444 [02:26<04:04,  8.83it/s]
 38%|███▊      | 1292/3444 [02:26<03:55,  9.12it/s]
 38%|███▊      | 1294/3444 [02:27<03:51,  9.28it/s]
 38%|███▊      | 1295/3444 [02:27<03:54,  9.17it/s]
 38%|███▊      | 1296/3444 [02:27<03:56,  9.08it/s]
 38%|███▊      | 1297/3444 [02:27<03:58,  9.02it/s]
 38%|███▊      | 1298/3444 [02:27<03:54,  9.14it/s]
 38%|███▊      | 1299/3444 [02:27<03:57,  9.03it/s]
 38%|███▊      | 1300/3444 [02:27<03:58,  8.98it/s]
 38%|███▊      | 1301/3444 [02:27<04:00,  8.93it/s]
 38%|███▊      | 1303/3444 [02:28<03:53,  9.16it/s]
 38%|███▊      | 1304/3444 [02:28<03:55,  9.08it/s]
 38%|███▊      | 1305/3444 [02:28<03:57,  9.01it/s]
 38%|███▊      | 1306/3444 [02:28<03:58,  8.96it/s]
 38%|███▊      | 1307/3444 [02:28<03:59,  8.92it/s]
 38%|███▊      | 1308/3444 [02:28<03:52,  9.17it/s]
 38%|███▊      | 1309/3444 [02:28<03:56,  9.03it/s]
 38%|███▊      | 1310/3444 [02:28<03:58,  8.96it/s]
 38%|███▊      | 1311/3444 [02:28<03:59,  8.91it/s]
 38%|███▊      | 1312/3444 [02:29<04:00,  8.88it/s]
 38%|███▊      | 1314/3444 [02:29<03:52,  9.16it/s]
 38%|███▊      | 1315/3444 [02:29<03:54,  9.08it/s]
 38%|███▊      | 1316/3444 [02:29<03:56,  9.01it/s]
 38%|███▊      | 1317/3444 [02:29<03:52,  9.16it/s]
 38%|███▊      | 1318/3444 [02:29<03:55,  9.03it/s]
 38%|███▊      | 1319/3444 [02:29<03:56,  8.97it/s]
 38%|███▊      | 1320/3444 [02:29<03:57,  8.93it/s]
 38%|███▊      | 1322/3444 [02:30<03:51,  9.18it/s]
 38%|███▊      | 1323/3444 [02:30<03:53,  9.08it/s]
 38%|███▊      | 1324/3444 [02:30<03:52,  9.12it/s]
 38%|███▊      | 1325/3444 [02:30<03:51,  9.14it/s]
 39%|███▊      | 1326/3444 [02:30<03:54,  9.02it/s]
 39%|███▊      | 1327/3444 [02:30<03:56,  8.96it/s]
 39%|███▊      | 1328/3444 [02:30<03:57,  8.91it/s]
 39%|███▊      | 1329/3444 [02:30<03:58,  8.87it/s]
 39%|███▊      | 1330/3444 [02:31<03:58,  8.86it/s]
 39%|███▊      | 1331/3444 [02:31<03:58,  8.84it/s]
 39%|███▊      | 1332/3444 [02:31<03:58,  8.84it/s]
 39%|███▊      | 1333/3444 [02:31<03:55,  8.95it/s]
 39%|███▊      | 1334/3444 [02:31<03:57,  8.89it/s]
 39%|███▉      | 1335/3444 [02:31<03:57,  8.87it/s]
 39%|███▉      | 1336/3444 [02:31<03:58,  8.85it/s]
 39%|███▉      | 1338/3444 [02:31<03:48,  9.22it/s]
 39%|███▉      | 1339/3444 [02:32<03:50,  9.12it/s]
 39%|███▉      | 1340/3444 [02:32<03:52,  9.04it/s]
 39%|███▉      | 1341/3444 [02:32<03:54,  8.98it/s]
 39%|███▉      | 1342/3444 [02:32<03:55,  8.93it/s]
 39%|███▉      | 1343/3444 [02:32<03:56,  8.90it/s]
 39%|███▉      | 1344/3444 [02:32<03:57,  8.86it/s]
 39%|███▉      | 1345/3444 [02:32<03:57,  8.83it/s]
 39%|███▉      | 1346/3444 [02:32<03:57,  8.82it/s]
 39%|███▉      | 1347/3444 [02:32<03:58,  8.81it/s]
 39%|███▉      | 1348/3444 [02:33<03:58,  8.77it/s]
 39%|███▉      | 1349/3444 [02:33<03:58,  8.79it/s]
 39%|███▉      | 1350/3444 [02:33<03:57,  8.81it/s]
 39%|███▉      | 1351/3444 [02:33<03:57,  8.82it/s]
 39%|███▉      | 1352/3444 [02:33<03:57,  8.82it/s]
 39%|███▉      | 1354/3444 [02:33<03:30,  9.94it/s]
 39%|███▉      | 1355/3444 [02:33<03:37,  9.62it/s]
 39%|███▉      | 1356/3444 [02:33<03:39,  9.53it/s]
 39%|███▉      | 1357/3444 [02:34<03:44,  9.29it/s]
 39%|███▉      | 1358/3444 [02:34<03:47,  9.15it/s]
 39%|███▉      | 1359/3444 [02:34<03:50,  9.06it/s]
 39%|███▉      | 1360/3444 [02:34<03:52,  8.97it/s]
 40%|███▉      | 1361/3444 [02:34<03:53,  8.93it/s]
 40%|███▉      | 1362/3444 [02:34<03:54,  8.89it/s]
 40%|███▉      | 1363/3444 [02:34<03:50,  9.01it/s]
 40%|███▉      | 1364/3444 [02:34<03:52,  8.93it/s]
 40%|███▉      | 1365/3444 [02:34<03:45,  9.21it/s]
 40%|███▉      | 1366/3444 [02:35<03:49,  9.07it/s]
 40%|███▉      | 1367/3444 [02:35<03:50,  9.00it/s]
 40%|███▉      | 1368/3444 [02:35<03:51,  8.95it/s]
 40%|███▉      | 1369/3444 [02:35<03:46,  9.14it/s]
 40%|███▉      | 1370/3444 [02:35<03:49,  9.03it/s]
 40%|███▉      | 1371/3444 [02:35<03:51,  8.96it/s]
 40%|███▉      | 1372/3444 [02:35<03:52,  8.91it/s]
 40%|███▉      | 1373/3444 [02:35<03:52,  8.90it/s]
 40%|███▉      | 1374/3444 [02:35<03:54,  8.81it/s]
 40%|███▉      | 1375/3444 [02:36<03:49,  9.03it/s]
 40%|███▉      | 1376/3444 [02:36<03:51,  8.93it/s]
 40%|███▉      | 1377/3444 [02:36<03:52,  8.90it/s]
 40%|████      | 1378/3444 [02:36<03:52,  8.88it/s]
 40%|████      | 1379/3444 [02:36<03:52,  8.87it/s]
 40%|████      | 1380/3444 [02:36<03:53,  8.85it/s]
 40%|████      | 1381/3444 [02:36<03:53,  8.84it/s]
 40%|████      | 1382/3444 [02:36<03:54,  8.80it/s]
 40%|████      | 1383/3444 [02:36<03:53,  8.81it/s]
 40%|████      | 1384/3444 [02:37<03:54,  8.77it/s]
 40%|████      | 1385/3444 [02:37<03:54,  8.78it/s]
 40%|████      | 1386/3444 [02:37<03:54,  8.77it/s]
 40%|████      | 1387/3444 [02:37<03:54,  8.78it/s]
 40%|████      | 1388/3444 [02:37<03:53,  8.79it/s]
 40%|████      | 1389/3444 [02:37<03:50,  8.92it/s]
 40%|████      | 1390/3444 [02:37<03:51,  8.86it/s]
 40%|████      | 1391/3444 [02:37<03:51,  8.86it/s]
 40%|████      | 1392/3444 [02:38<03:52,  8.84it/s]
 40%|████      | 1393/3444 [02:38<03:52,  8.83it/s]
 40%|████      | 1394/3444 [02:38<03:47,  9.00it/s]
 41%|████      | 1395/3444 [02:38<03:49,  8.93it/s]
